"SRNumber","CreatedDate","RequestType","Status","Address","Latitude","Longitude","CD","NCName"
"1-3202916781","2023-01-01T10:10:11.000","Bulky Items","Closed","13433 W OSCAR ST, 91342","34.3211106237","-118.4256161","7","Sylmar"
"1-3202915881","2023-01-01T10:10:32.000","Bulky Items","Closed","4523 W PICKFORD ST, 90019","34.0401606867","-118.337956306","10","Mid City"
"1-3202923441","2023-01-01T10:11:14.000","Bulky Items","Closed","15221 W NURMI ST, 91342","34.296811539","-118.464395226","7","Sylmar"
"1-3202922401","2023-01-01T10:11:40.000","Bulky Items","Closed","4806 E MONTE VISTA ST, 90042","34.105546101","-118.206498585","1","Arroyo Seco"
"1-3202921741","2023-01-01T10:12:07.000","Bulky Items","Closed","4735 N NOELINE AVE, 91436","34.1562918971","-118.490347334","4","Encino"
"1-3202920271","2023-01-01T10:13:21.000","Bulky Items","Closed","1601 S VAN NESS AVE, 90019","34.0432693362","-118.316619087","10","United Neighborhoods"
"1-3202924361","2023-01-01T10:13:43.000","Bulky Items","Closed","5500 N COLUMBUS AVE, 91411","34.1704282877","-118.463846875","4","Sherman Oaks"
"1-3202920841","2023-01-01T10:13:57.000","Bulky Items","Closed","1612 S VINEYARD AVE, 90019","34.046362558","-118.337147504","10","Mid City"
"1-3202932541","2023-01-01T10:14:19.000","Illegal Dumping Pickup","Closed","1609 S VAN NESS AVE, 90019","34.0431318663","-118.316654137","10","United Neighborhoods"
"1-3202931761","2023-01-01T10:14:44.000","Bulky Items","Closed","1050 N NORMANDIE AVE, 90029","34.0899006691","-118.30038763","13","East Hollywood"
"1-3202930081","2023-01-01T10:15:36.000","Bulky Items","Closed","2935 S EDGEHILL DR, 90018","34.0283899663","-118.330645815","10","United Neighborhoods"
"1-3202934341","2023-01-01T10:16:05.000","Bulky Items","Closed","929 N NORMAN PL, 90049","34.0783976753","-118.479197042","11",""
"1-3202937901","2023-01-01T10:16:45.000","Bulky Items","Closed","1026 N HUDSON AVE, 90038","34.0896823071","-118.331988811","13","Central Hollywood"
"1-3202933311","2023-01-01T10:16:51.000","Graffiti Removal","Closed","5142 W HOLLYWOOD BLVD, 90027","34.1015797873","-118.302015446","13","East Hollywood"
"1-3202936251","2023-01-01T10:16:56.000","Illegal Dumping Pickup","Closed","833 N NORMANDIE AVE, 90029","34.0858779007","-118.300677574","13","East Hollywood"
"1-3202935521","2023-01-01T10:18:34.000","Bulky Items","Closed","1580 S MANNING AVE, 90024","34.0556715014","-118.434112164","5","Westwood"
"1-3202941121","2023-01-01T10:18:52.000","Graffiti Removal","Closed","1046 N NORMANDIE AVE, 90029","34.0897351791","-118.300355026","13","East Hollywood"
"1-3202939831","2023-01-01T10:19:14.000","Bulky Items","Closed","944 N CENTENNIAL ST, 90012","34.0680037662","-118.245035287","1","Historic Cultural North"
"1-3202944451","2023-01-01T10:20:18.000","Bulky Items","Closed","10826 W TUXFORD PL, 91352","34.2357884464","-118.365894148","7","Foothills Trails District"
"1-3202942351","2023-01-01T10:21:26.000","Graffiti Removal","Closed","1021 N NORMANDIE AVE, 90029","34.0893084634","-118.300684918","13","East Hollywood"
"1-3202946141","2023-01-01T10:21:54.000","Bulky Items","Closed","4163 W MONROE ST, 90029","34.0857465388","-118.289000894","13","East Hollywood"
"1-3202940161","2023-01-01T10:21:55.000","Bulky Items","Closed","3206 N FARNSWORTH AVE, 90032","34.0834760208","-118.165373712","14","LA-32"
"1-3202945241","2023-01-01T10:22:19.000","Bulky Items","Closed","1534 W CHICKASAW AVE, 90041","34.1373253852","-118.199557729","14","Eagle Rock"
"1-3202945821","2023-01-01T10:22:59.000","Bulky Items","Closed","5365 N CALATRANA DR, 91364","34.1677327904","-118.602704295","3","Woodland Hills-Warner Center"
"1-3202943251","2023-01-01T10:23:41.000","Bulky Items","Closed","10900 W PALMS BLVD, 90034","34.0217742043","-118.416755931","5","Mar Vista"
"1-3202948981","2023-01-01T10:24:02.000","Graffiti Removal","Closed","4653 W 1ST ST, 90004","34.0731441739","-118.312956126","13","Greater Wilshire"
"1-3202950211","2023-01-01T10:24:04.000","Bulky Items","Closed","11638 W RIVERSIDE DR, 91602","34.1574512417","-118.386838351","2","Valley Village"
"1-3202951921","2023-01-01T10:24:45.000","Bulky Items","Closed","3221 N FARNSWORTH AVE, 90032","34.0837657877","-118.165692314","14","LA-32"
"1-3202951781","2023-01-01T10:24:51.000","Bulky Items","Closed","2316 S MANTIS AVE, 90732","33.7249469462","-118.314648347","15","Coastal San Pedro"
"1-3202955631","2023-01-01T10:25:20.000","Bulky Items","Closed","14859 S HOOVER ST, 90247","33.8965083938","-118.286942261","15","Harbor Gateway North"
"1-3202948781","2023-01-01T10:25:50.000","Bulky Items","Closed","4144 W AVENUE 42, 90065","34.1267086922","-118.226696319","14","Eagle Rock"
"1-3202956171","2023-01-01T10:25:50.000","Bulky Items","Closed","10435 N ELDORA AVE, 91040","34.2588647108","-118.314997638","7","Sunland-Tujunga"
"1-3202954331","2023-01-01T10:26:37.000","Bulky Items","Closed","2629 S BUDLONG AVE, 90007","34.0317648182","-118.296151009","8","Empowerment Congress North"
"1-3202959911","2023-01-01T10:26:54.000","Bulky Items","Closed","1580 S MANNING AVE, 90024","34.0556715014","-118.434112164","5","Westwood"
"1-3202962801","2023-01-01T10:28:44.000","Bulky Items","Closed","4654 N VISTA DE ORO AVE, 91364","34.1544886116","-118.581045379","3","Woodland Hills-Warner Center"
"1-3202965431","2023-01-01T10:30:59.000","Bulky Items","Closed","3408 W SUNSET BLVD, 90026","34.0876710846","-118.276296967","13","Silver Lake"
"1-3202966811","2023-01-01T10:31:00.000","Illegal Dumping Pickup","Closed","1265 W 39TH PL, 90037","34.0142117612","-118.299257836","8","Empowerment Congress North"
"1-3202968601","2023-01-01T10:31:09.000","Bulky Items","Closed","529 N KENTER AVE, 90049","34.0682926995","-118.486791946","11",""
"1-3202964591","2023-01-01T10:31:12.000","Homeless Encampment","Closed","7002 W BEVERLY BLVD, 90036","34.0759857807","-118.343332072","5","Greater Wilshire"
"1-3202969161","2023-01-01T10:31:24.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3202969851","2023-01-01T10:32:19.000","Bulky Items","Closed","2515 N CATALINA ST, 90027","34.1145563832","-118.297582028","4","Los Feliz"
"1-3202972121","2023-01-01T10:32:40.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3202972761","2023-01-01T10:32:53.000","Bulky Items","Closed","1248 W 39TH PL, 90037","34.0140048061","-118.298955187","8","Empowerment Congress North"
"1-3202975241","2023-01-01T10:33:36.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3202977271","2023-01-01T10:33:48.000","Bulky Items","Closed","1885 S RIMPAU BLVD, 90019","34.0401156442","-118.343821298","10","Mid City"
"1-3202979771","2023-01-01T10:34:30.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3202978361","2023-01-01T10:34:58.000","Homeless Encampment","Closed","9754 N DEERING AVE, 91311","34.2478712915","-118.597197516","12","Chatsworth"
"1-3202983131","2023-01-01T10:35:09.000","Bulky Items","Closed","10210 S SPRING ST, 90003","33.9436191797","-118.276120155","8","Empowerment Congress Southeast"
"1-3202973841","2023-01-01T10:35:17.000","Bulky Items","Closed","22843 W MARIANO ST, 91367","34.1689067753","-118.624838895","3","Woodland Hills-Warner Center"
"1-3202980011","2023-01-01T10:35:39.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3202983841","2023-01-01T10:35:41.000","Graffiti Removal","Closed","21108 W VENTURA BLVD, 91364","34.1667862559","-118.593212291","3","Woodland Hills-Warner Center"
"1-3202985651","2023-01-01T10:36:08.000","Graffiti Removal","Closed","54TH ST AT VERMONT AVE, 90037","33.9932025446","-118.291537461","9","Voices"
"1-3202980681","2023-01-01T10:36:24.000","Bulky Items","Closed","30TH ST AT 8TH AVE, 90018","34.0276394926","-118.326004475","10","United Neighborhoods"
"1-3202993141","2023-01-01T10:36:54.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3202991101","2023-01-01T10:37:00.000","Graffiti Removal","Cancelled","21108 W VENTURA BLVD, 91364","34.1667862559","-118.593212291","3","Woodland Hills-Warner Center"
"1-3202992211","2023-01-01T10:37:26.000","Bulky Items","Closed","418 N EAST EDGEWARE ROAD, 90026","34.0658405006","-118.255072932","1","Echo Park"
"1-3202995591","2023-01-01T10:38:03.000","Bulky Items","Closed","11917 W LAURELWOOD DR, 91604","34.1421568278","-118.391891742","4","Studio City"
"1-3202993971","2023-01-01T10:38:11.000","Bulky Items","Closed","1715 W LAS FLORES DR, 90041","34.1414564666","-118.204170512","14","Eagle Rock"
"1-3202996001","2023-01-01T10:38:45.000","Bulky Items","Closed","14736 W LASSEN ST, 91345","34.249833972","-118.452878912","7","North Hills East"
"1-3202994531","2023-01-01T10:38:48.000","Bulky Items","Closed","8338 N DUCOR AVE, 91304","34.2208413197","-118.62930372","12","West Hills"
"1-3202997321","2023-01-01T10:39:10.000","Illegal Dumping Pickup","Closed","7034 S FLIGHT AVE, 90045","33.9749668907","-118.375880007","11","Westchester/Playa"
"1-3202998251","2023-01-01T10:39:53.000","Graffiti Removal","Closed","5132 W HOLLYWOOD BLVD, 90027","34.1015802293","-118.30168449","13","East Hollywood"
"1-3202990571","2023-01-01T10:39:53.000","Graffiti Removal","Cancelled","5320 S BROADWAY, 90037","33.9937075943","-118.278147981","9","Zapata-King"
"1-3202996741","2023-01-01T10:41:08.000","Graffiti Removal","Closed","53RD ST AT BROADWAY, 90037","33.9942063549","-118.278347826","9","Zapata-King"
"1-3203005431","2023-01-01T10:41:29.000","Bulky Items","Closed","818 S LUCERNE BLVD, 90005","34.059569558","-118.325165736","5","Greater Wilshire"
"1-3203007131","2023-01-01T10:42:10.000","Bulky Items","Closed","11133 W HESBY ST, 91601","34.1619122359","-118.374077585","2","NoHo"
"1-3203001371","2023-01-01T10:42:26.000","Graffiti Removal","Cancelled","5112 W HOLLYWOOD BLVD, 90027","34.1015800023","-118.301124338","13","East Hollywood"
"1-3203009121","2023-01-01T10:44:06.000","Bulky Items","Closed","6910 N DANNYBOYAR AVE, 91307","34.1949367517","-118.630313039","12","West Hills"
"1-3203010281","2023-01-01T10:44:07.000","Bulky Items","Closed","919 N NORMANDIE AVE, 90029","34.086879167","-118.30065884","13","East Hollywood"
"1-3203007851","2023-01-01T10:44:29.000","Homeless Encampment","Closed","BEVERLY BLVD AT LA BREA AVE, 90036","34.0761522966","-118.344077765","5","Greater Wilshire"
"1-3203012481","2023-01-01T10:44:40.000","Graffiti Removal","Closed","1417 W BEVERLY BLVD, 90026","34.0623243138","-118.260160742","13","Echo Park"
"1-3203016971","2023-01-01T10:44:53.000","Bulky Items","Closed","1518 W PACIFIC COAST HWY, 90710","33.7892826822","-118.303512519","15","Harbor City"
"1-3203009861","2023-01-01T10:45:03.000","Graffiti Removal","Closed","5112 W HOLLYWOOD BLVD, 90027","34.1015800023","-118.301124338","13","East Hollywood"
"1-3203022361","2023-01-01T10:46:31.000","Bulky Items","Closed","7567 W HAWTHORN AVE, 90046","34.0999355223","-118.354536688","13","Hollywood Hills West"
"1-3203020931","2023-01-01T10:46:32.000","Bulky Items","Closed","16613 W BAHAMA ST, 91343","34.2330053833","-118.494592223","12","North Hills West"
"1-3203022551","2023-01-01T10:46:32.000","Graffiti Removal","Closed","2809 N PASADENA AVE, 90031","34.0795496157","-118.214919823","1","Lincoln Heights"
"1-3203015461","2023-01-01T10:46:43.000","Bulky Items","Closed","10611 N EL DORADO AVE, 91331","34.2627298381","-118.421682061","7","Pacoima"
"1-3203023851","2023-01-01T10:46:54.000","Bulky Items","Closed","18330 W BLACKHAWK ST, 91326","34.2580395277","-118.532961884","12","Northridge East"
"1-3203026571","2023-01-01T10:47:39.000","Bulky Items","Closed","20144 W RUNNYMEDE ST, 91306","34.2058047491","-118.572088195","3","Winnetka"
"1-3203029241","2023-01-01T10:48:05.000","Graffiti Removal","Cancelled","4273 N FULTON AVE, 91423","34.1486322632","-118.422770037","4","Sherman Oaks"
"1-3203027941","2023-01-01T10:48:06.000","Bulky Items","Closed","16506 W HALSTED ST, 91343","34.2444992384","-118.491565827","12","Northridge East"
"1-3203025171","2023-01-01T10:48:09.000","Bulky Items","Closed","11133 W SHERMAN WAY, 91352","34.2013526748","-118.37365524","2","Sun Valley Area"
"1-3203027551","2023-01-01T10:49:08.000","Bulky Items","Closed","10561 N EL DORADO AVE, 91331","34.2620842889","-118.421064396","7","Pacoima"
"1-3203033681","2023-01-01T10:50:07.000","Homeless Encampment","Closed","11130 W SHERMAN WAY, 91352","34.2010217422","-118.374001321","2","North Hollywood Northeast"
"1-3203036011","2023-01-01T10:50:24.000","Graffiti Removal","Closed","20470 W SHAMROCK PL, 91311","34.2648445031","-118.579010403","12","Chatsworth"
"1-3203039641","2023-01-01T10:50:58.000","Illegal Dumping Pickup","Closed","1526 S 6TH AVE, 90019","34.0445333368","-118.323569299","10","United Neighborhoods"
"1-3203041561","2023-01-01T10:51:50.000","Bulky Items","Closed","2580 N SOTO ST, 90032","34.0772265846","-118.193375445","14","LA-32"
"1-3203040181","2023-01-01T10:52:38.000","Illegal Dumping Pickup","Closed","1532 1/2 S 6TH AVE, 90019","34.0444878324","-118.323569106","10","United Neighborhoods"
"1-3203040851","2023-01-01T10:53:19.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3203036831","2023-01-01T10:54:17.000","Illegal Dumping Pickup","Closed","14752 W COVELLO ST, 91405","34.2074258037","-118.455028534","6","Van Nuys"
"1-3203043521","2023-01-01T10:54:44.000","Homeless Encampment","Closed","21101 W CLARENDON ST, 91367","34.1683644225","-118.592488283","3","Woodland Hills-Warner Center"
"1-3203038861","2023-01-01T10:54:45.000","Graffiti Removal","Closed","5162 E HUNTINGTON DR SOUTH, 90032","34.0890764647","-118.169991171","14","LA-32"
"1-3203042281","2023-01-01T10:55:01.000","Bulky Items","Closed","6715 N TOBIAS AVE, 91405","34.1926782883","-118.452260907","6","Van Nuys"
"1-3203046911","2023-01-01T10:55:30.000","Bulky Items","Closed","9225 N WYSTONE AVE, 91324","34.2379331745","-118.546979477","12","Northridge West"
"1-3203045571","2023-01-01T10:56:09.000","Graffiti Removal","Cancelled","3320 E CAZADOR ST, 90065","34.1061741601","-118.23118416","1","Glassell Park"
"1-3203044811","2023-01-01T10:57:23.000","Bulky Items","Closed","7919 S KENYON AVE, 90045","33.9674828921","-118.411590112","11","Westchester/Playa"
"1-3203046331","2023-01-01T10:57:37.000","Homeless Encampment","Closed","11820 W SHERMAN WAY, 91605","34.2010904744","-118.391130729","2","North Hollywood Northeast"
"1-3203053081","2023-01-01T10:58:39.000","Graffiti Removal","Closed","959 N NORMANDIE AVE, 90029","34.0878993712","-118.300710073","13","East Hollywood"
"1-3203053881","2023-01-01T10:59:36.000","Bulky Items","Closed","1120 N MYRA AVE, 90029","34.0925482305","-118.282435903","13","Silver Lake"
"1-3203052721","2023-01-01T10:59:54.000","Bulky Items","Closed","13100 W VALLEYHEART DR, 91604","34.1474324455","-118.418550078","4","Studio City"
"1-3203051671","2023-01-01T11:00:50.000","Bulky Items","Closed","2020 N HOLLY DR, 90068","34.1080327777","-118.329504101","4","Hollywood United"
"1-3203055661","2023-01-01T11:00:56.000","Graffiti Removal","Closed","929 N NORMANDIE AVE, 90029","34.0870673641","-118.300677809","13","East Hollywood"
"1-3203054351","2023-01-01T11:01:03.000","Bulky Items","Closed","3617 S BARRY AVE, 90066","34.011436186","-118.428668793","11","Mar Vista"
"1-3203058511","2023-01-01T11:02:19.000","Graffiti Removal","Closed","5356 N CANOGA AVE, 91364","34.1673465974","-118.597352365","3","Woodland Hills-Warner Center"
"1-3203057241","2023-01-01T11:02:24.000","Bulky Items","Closed","1120 N MYRA AVE, 90029","34.0925482305","-118.282435903","13","Silver Lake"
"1-3203061951","2023-01-01T11:02:40.000","Graffiti Removal","Cancelled","800 N NORMANDIE AVE, 90029","34.0848006048","-118.300379602","13","East Hollywood"
"1-3203060331","2023-01-01T11:03:01.000","Bulky Items","Closed","LA TIJERA BLVD AT SEPULVEDA BLVD, 90045","33.9572273978","-118.396168977","11","Westchester/Playa"
"1-3203061191","2023-01-01T11:03:38.000","Bulky Items","Closed","3008 S DELL AVE, 90291","33.9815582642","-118.463823931","11","Venice"
"1-3203063931","2023-01-01T11:03:55.000","Graffiti Removal","Closed","2881 W PICO BLVD, 90006","34.047353491","-118.302735494","10","Olympic Park"
"1-3203063471","2023-01-01T11:04:05.000","Graffiti Removal","Closed","5356 N CANOGA AVE, 91364","34.1673465974","-118.597352365","3","Woodland Hills-Warner Center"
"1-3203066251","2023-01-01T11:04:30.000","Bulky Items","Closed","153 S AVENUE 57, 90042","34.1083208067","-118.192224621","1","Historic Highland Park"
"1-3203064631","2023-01-01T11:04:52.000","Graffiti Removal","Cancelled","952 N NORMANDIE AVE, 90029","34.0877387408","-118.300379488","13","East Hollywood"
"1-3203066981","2023-01-01T11:05:16.000","Bulky Items","Closed","153 S AVENUE 57, 90042","34.1083208067","-118.192224621","1","Historic Highland Park"
"1-3203065621","2023-01-01T11:05:34.000","Bulky Items","Closed","20855 W LANARK ST, 91306","34.2173570618","-118.588206388","3","Winnetka"
"1-3203075211","2023-01-01T11:07:02.000","Graffiti Removal","Closed","1676 W 2ND ST, 90026","34.0631719414","-118.265914869","1","Westlake North"
"1-3203074301","2023-01-01T11:07:03.000","Bulky Items","Closed","2321 S CATALINA ST, 90007","34.0348012094","-118.294541137","8","Empowerment Congress North"
"1-3203077021","2023-01-01T11:07:22.000","Bulky Items","Closed","4373 S CHASE AVE, 90066","33.9903103839","-118.429315274","11","Del Rey"
"1-3203076041","2023-01-01T11:07:29.000","Bulky Items","Closed","453 N ALFRED ST, 90048","34.0796835227","-118.375444058","5","Mid-City West"
"1-3203078781","2023-01-01T11:08:03.000","Graffiti Removal","Closed","1401 S WESTERN AVE, 90006","34.0461514769","-118.309299917","10","United Neighborhoods"
"1-3203080731","2023-01-01T11:08:27.000","Bulky Items","Closed","22207 W SHADOW VALLEY CIR, 91311","34.2761750394","-118.612460248","12","Chatsworth"
"1-3203083261","2023-01-01T11:08:32.000","Bulky Items","Closed","7118 N LENA AVE, 91307","34.1996500948","-118.625247533","12","West Hills"
